연대,단어,품사,언어,빈도수
1970s,깊이,ko_nouns,ko,6
1970s,날밤,ko_nouns,ko,1
1970s,글라스,ko_nouns,ko,1
1970s,여자,ko_nouns,ko,28
1970s,애원,ko_nouns,ko,1
1970s,소냐,ko_nouns,ko,1
1970s,헤메,ko_nouns,ko,1
1970s,재,ko_nouns,ko,2
1970s,불나비,ko_nouns,ko,2
1970s,도,ko_nouns,ko,1
1970s,세월,ko_nouns,ko,11
1970s,전,ko_nouns,ko,4
1970s,옵,ko_nouns,ko,8
1970s,서예,ko_nouns,ko,8
1970s,두운,ko_nouns,ko,3
1970s,눈비,ko_nouns,ko,2
1970s,오거,ko_nouns,ko,2
1970s,보,ko_nouns,ko,4
1970s,아카시아,ko_nouns,ko,6
1970s,다시피,ko_nouns,ko,1
1970s,옛사랑,ko_nouns,ko,3
1970s,괴로움,ko_nouns,ko,1
1970s,아내,ko_nouns,ko,1
1970s,첫,ko_nouns,ko,3
1970s,고양이,ko_nouns,ko,1
1970s,잔,ko_nouns,ko,1
1970s,주름,ko_nouns,ko,1
1970s,호랑이,ko_nouns,ko,1
1970s,남자,ko_nouns,ko,4
1970s,휘,ko_nouns,ko,2
1970s,소릴,ko_nouns,ko,2
1970s,보지,ko_nouns,ko,3
1970s,공처,ko_nouns,ko,3
1970s,사노라면,ko_nouns,ko,1
1970s,짜증,ko_nouns,ko,1
1970s,마누라,ko_nouns,ko,1
1970s,극성,ko_nouns,ko,1
1970s,기,ko_nouns,ko,1
1970s,눈치,ko_nouns,ko,1
1970s,밥,ko_nouns,ko,1
1970s,연락선,ko_nouns,ko,3
1970s,타고,ko_nouns,ko,5
1970s,가면,ko_nouns,ko,13
1970s,이나,ko_nouns,ko,2
1970s,트위스트,ko_nouns,ko,6
1970s,동백,ko_nouns,ko,1
1970s,호박엿,ko_nouns,ko,1
1970s,오징어,ko_nouns,ko,2
1970s,풍년,ko_nouns,ko,2
1970s,육지,ko_nouns,ko,1
1970s,손님,ko_nouns,ko,1
1970s,어서,ko_nouns,ko,11
1970s,형편,ko_nouns,ko,1
1970s,비틀비틀,ko_nouns,ko,1
1970s,요게바,ko_nouns,ko,1
1970s,평생,ko_nouns,ko,1
1970s,다가,ko_nouns,ko,1
1970s,도록,ko_nouns,ko,2
1970s,기차,ko_nouns,ko,2
1970s,비행기,ko_nouns,ko,1
1970s,실컷,ko_nouns,ko,1
1970s,싱글벙글,ko_nouns,ko,1
1970s,생글생글,ko_nouns,ko,1
1970s,마님,ko_nouns,ko,1
1970s,대풍,ko_nouns,ko,1
1970s,온,ko_nouns,ko,3
1970s,종점,ko_nouns,ko,6
1970s,땐,ko_nouns,ko,2
1970s,한평생,ko_nouns,ko,1
1970s,어드메,ko_nouns,ko,1
1970s,계시,ko_nouns,ko,1
1970s,먼지,ko_nouns,ko,1
1970s,대답,ko_nouns,ko,7
1970s,남매,ko_nouns,ko,1
1970s,뼈,ko_nouns,ko,1
1970s,오빠,ko_nouns,ko,1
1970s,보아,ko_nouns,ko,1
1970s,뭄,ko_nouns,ko,1
1970s,부림,ko_nouns,ko,1
1970s,나그네,ko_nouns,ko,3
1970s,흐느끼,ko_nouns,ko,3
1970s,가도,ko_nouns,ko,4
1970s,방랑,ko_nouns,ko,1
1970s,충청도,ko_nouns,ko,1
1970s,아줌마,ko_nouns,ko,1
1970s,한사코,ko_nouns,ko,1
1970s,주안상,ko_nouns,ko,1
1970s,마주,ko_nouns,ko,2
1970s,설움,ko_nouns,ko,3
1970s,엮어,ko_nouns,ko,1
1970s,투술,ko_nouns,ko,1
1970s,사투리,ko_nouns,ko,2
1970s,구나,ko_nouns,ko,2
1970s,과거,ko_nouns,ko,5
1970s,희망,ko_nouns,ko,3
1970s,키다리,ko_nouns,ko,5
1970s,미스터,ko_nouns,ko,6
1970s,김,ko_nouns,ko,14
1970s,키,ko_nouns,ko,2
1970s,이예,ko_nouns,ko,1
1970s,매력,ko_nouns,ko,3
1970s,홀랑,ko_nouns,ko,1
1970s,반했어,ko_nouns,ko,1
1970s,털털,ko_nouns,ko,1
1970s,안경,ko_nouns,ko,1
1970s,말씀,ko_nouns,ko,1
1970s,안보,ko_nouns,ko,1
1970s,곤,ko_nouns,ko,1
1970s,싱글,ko_nouns,ko,1
1970s,웃,ko_nouns,ko,1
1970s,무정,ko_nouns,ko,1
1970s,터,ko_nouns,ko,2
1970s,한탄,ko_nouns,ko,1
1970s,마소,ko_nouns,ko,1
1970s,진정,ko_nouns,ko,1
1970s,거짓말,ko_nouns,ko,1
1970s,행여,ko_nouns,ko,4
1970s,조이,ko_nouns,ko,1
1970s,낭군,ko_nouns,ko,3
1970s,급제,ko_nouns,ko,1
1970s,평양,ko_nouns,ko,2
1970s,기생,ko_nouns,ko,2
1970s,일편단심,ko_nouns,ko,2
1970s,거짓,ko_nouns,ko,1
1970s,주야,ko_nouns,ko,1
1970s,듯,ko_nouns,ko,4
1970s,정일,ko_nouns,ko,2
1970s,정처,ko_nouns,ko,1
1970s,벌거숭이,ko_nouns,ko,2
1970s,빈손,ko_nouns,ko,2
1970s,강물,ko_nouns,ko,4
1970s,지난,ko_nouns,ko,7
1970s,그리움만,ko_nouns,ko,2
1970s,찬,ko_nouns,ko,9
1970s,서리,ko_nouns,ko,2
1970s,황금,ko_nouns,ko,1
1970s,아햐,ko_nouns,ko,1
1970s,정다운,ko_nouns,ko,5
1970s,바닷가,ko_nouns,ko,3
1970s,화진포,ko_nouns,ko,3
1970s,뭉게뭉게,ko_nouns,ko,1
1970s,껍질,ko_nouns,ko,1
1970s,줏어모,ko_nouns,ko,1
1970s,은,ko_nouns,ko,3
1970s,언약,ko_nouns,ko,2
1970s,돛단배,ko_nouns,ko,1
1970s,오색,ko_nouns,ko,1
1970s,모래성,ko_nouns,ko,1
1970s,손가락,ko_nouns,ko,2
1970s,아랴,ko_nouns,ko,2
1970s,갑,ko_nouns,ko,4
1970s,돌이,ko_nouns,ko,4
1970s,갑순이,ko_nouns,ko,4
1970s,곁,ko_nouns,ko,6
1970s,음음음,ko_nouns,ko,3
1970s,척,ko_nouns,ko,2
1970s,시집,ko_nouns,ko,2
1970s,첫날,ko_nouns,ko,2
1970s,화가,ko_nouns,ko,1
1970s,장가,ko_nouns,ko,3
1970s,경상도,ko_nouns,ko,4
1970s,청년,ko_nouns,ko,2
1970s,수염,ko_nouns,ko,1
1970s,나이,ko_nouns,ko,2
1970s,위로,ko_nouns,ko,1
1970s,극장,ko_nouns,ko,1
1970s,구경만,ko_nouns,ko,1
1970s,유모,ko_nouns,ko,1
1970s,털,ko_nouns,ko,2
1970s,타입,ko_nouns,ko,1
1970s,재미,ko_nouns,ko,1
1970s,데이트,ko_nouns,ko,2
1970s,골려,ko_nouns,ko,1
1970s,재주,ko_nouns,ko,2
1970s,태산,ko_nouns,ko,1
1970s,무어,ko_nouns,ko,3
1970s,산만,ko_nouns,ko,2
1970s,곰,ko_nouns,ko,2
1970s,여덟시,ko_nouns,ko,3
1970s,통근,ko_nouns,ko,3
1970s,대머리,ko_nouns,ko,4
1970s,근심,ko_nouns,ko,1
1970s,무심코,ko_nouns,ko,1
1970s,전차,ko_nouns,ko,2
1970s,눈총,ko_nouns,ko,1
1970s,부끄러움,ko_nouns,ko,1
1970s,맘,ko_nouns,ko,4
1970s,답,ko_nouns,ko,5
1970s,삼각지,ko_nouns,ko,4
1970s,로터리,ko_nouns,ko,2
1970s,글피,ko_nouns,ko,1
1970s,찿,ko_nouns,ko,2
1970s,낙비,ko_nouns,ko,2
1970s,마음껏,ko_nouns,ko,1
1970s,치면,ko_nouns,ko,2
1970s,풍차,ko_nouns,ko,2
1970s,기도,ko_nouns,ko,1
1970s,웃기,ko_nouns,ko,1
1970s,물,ko_nouns,ko,4
1970s,두메,ko_nouns,ko,1
1970s,도라지,ko_nouns,ko,1
1970s,산딸기,ko_nouns,ko,1
1970s,향,ko_nouns,ko,3
1970s,풀,ko_nouns,ko,1
1970s,수수,ko_nouns,ko,1
1970s,감자,ko_nouns,ko,1
1970s,씨,ko_nouns,ko,2
1970s,귀,ko_nouns,ko,1
1970s,저런,ko_nouns,ko,2
1970s,어쩌구,ko_nouns,ko,2
1970s,저쩌구,ko_nouns,ko,2
1970s,양,ko_nouns,ko,1
1970s,겉,ko_nouns,ko,2
1970s,비단,ko_nouns,ko,2
1970s,고,ko_nouns,ko,10
1970s,정말,ko_nouns,ko,7
1970s,결혼,ko_nouns,ko,2
1970s,헤이,ko_nouns,ko,5
1970s,마음속,ko_nouns,ko,4
1970s,고이,ko_nouns,ko,3
1970s,삼다도,ko_nouns,ko,2
1970s,파,ko_nouns,ko,1
1970s,간주곡,ko_nouns,ko,1
1970s,연주,ko_nouns,ko,1
1970s,가사,ko_nouns,ko,1
1970s,작성자,ko_nouns,ko,1
1970s,최영식,ko_nouns,ko,1
1970s,리다,ko_nouns,ko,1
1970s,상,ko_nouns,ko,1
1970s,처가,ko_nouns,ko,1
1970s,가다가,ko_nouns,ko,3
1970s,살짝,ko_nouns,ko,1
1970s,열,ko_nouns,ko,2
1970s,보데,ko_nouns,ko,1
1970s,사원,ko_nouns,ko,1
1970s,한지,ko_nouns,ko,1
1970s,몽땅,ko_nouns,ko,4
1970s,그냥,ko_nouns,ko,1
1970s,깜짝,ko_nouns,ko,2
1970s,전무,ko_nouns,ko,2
1970s,라나,ko_nouns,ko,1
1970s,바보,ko_nouns,ko,6
1970s,자해,ko_nouns,ko,1
1970s,소문,ko_nouns,ko,1
1970s,불행,ko_nouns,ko,1
1970s,빛과,ko_nouns,ko,4
1970s,지옥,ko_nouns,ko,2
1970s,호박꽃,ko_nouns,ko,3
1970s,하소,ko_nouns,ko,2
1970s,미인,ko_nouns,ko,2
1970s,뚱뚱보,ko_nouns,ko,1
1970s,깨,ko_nouns,ko,1
1970s,여드름,ko_nouns,ko,1
1970s,외로워,ko_nouns,ko,11
1970s,사이,ko_nouns,ko,3
1970s,지네,ko_nouns,ko,5
1970s,꿈속,ko_nouns,ko,1
1970s,가지,ko_nouns,ko,18
1970s,갈수록,ko_nouns,ko,1
1970s,헤어,ko_nouns,ko,1
1970s,애절,ko_nouns,ko,1
1970s,삼일로,ko_nouns,ko,4
1970s,고갯길,ko_nouns,ko,3
1970s,그날,ko_nouns,ko,4
1970s,자고,ko_nouns,ko,4
1970s,발자욱,ko_nouns,ko,1
1970s,등불,ko_nouns,ko,5
1970s,갖,ko_nouns,ko,3
1970s,잡새,ko_nouns,ko,1
1970s,봉황,ko_nouns,ko,1
1970s,구곡,ko_nouns,ko,1
1970s,심,ko_nouns,ko,1
1970s,무인,ko_nouns,ko,1
1970s,처,ko_nouns,ko,1
1970s,수립,ko_nouns,ko,1
1970s,비조,ko_nouns,ko,1
1970s,뭍새,ko_nouns,ko,1
1970s,농촌,ko_nouns,ko,1
1970s,화답,ko_nouns,ko,1
1970s,생,ko_nouns,ko,2
1970s,쑥국,ko_nouns,ko,4
1970s,국,ko_nouns,ko,1
1970s,어히,ko_nouns,ko,2
1970s,좌우,ko_nouns,ko,2
1970s,꾀꼬리,ko_nouns,ko,1
1970s,가나,ko_nouns,ko,2
1970s,꾀꼴,ko_nouns,ko,3
1970s,꾀꾀,ko_nouns,ko,1
1970s,꼴,ko_nouns,ko,1
1970s,해당화,ko_nouns,ko,2
1970s,섬,ko_nouns,ko,2
1970s,선생님,ko_nouns,ko,4
1970s,섬색시,ko_nouns,ko,1
1970s,마오,ko_nouns,ko,12
1970s,별처럼,ko_nouns,ko,3
1970s,시름,ko_nouns,ko,1
1970s,안개,ko_nouns,ko,6
1970s,목소리,ko_nouns,ko,2
1970s,장충단,ko_nouns,ko,3
1970s,공원,ko_nouns,ko,5
1970s,낙엽송,ko_nouns,ko,1
1970s,고목,ko_nouns,ko,1
1970s,뚜렷,ko_nouns,ko,1
1970s,글씨,ko_nouns,ko,1
1970s,비탈길,ko_nouns,ko,1
1970s,산길,ko_nouns,ko,1
1970s,산기슭,ko_nouns,ko,1
1970s,발자취,ko_nouns,ko,1
1970s,정이,ko_nouns,ko,2
1970s,정도,ko_nouns,ko,1
1970s,엎,ko_nouns,ko,2
1970s,유리잔,ko_nouns,ko,2
1970s,인연,ko_nouns,ko,1
1970s,다짐,ko_nouns,ko,2
1970s,창가,ko_nouns,ko,5
1970s,린다,ko_nouns,ko,2
1970s,남고,ko_nouns,ko,1
1970s,남아,ko_nouns,ko,3
1970s,빗줄기,ko_nouns,ko,1
1970s,려고,ko_nouns,ko,3
1970s,누굴,ko_nouns,ko,1
1970s,향땅,ko_nouns,ko,2
1970s,영산강,ko_nouns,ko,3
1970s,울산,ko_nouns,ko,5
1970s,애기,ko_nouns,ko,5
1970s,삼돌이,ko_nouns,ko,4
1970s,편지,ko_nouns,ko,4
1970s,나도야,ko_nouns,ko,1
1970s,간주,ko_nouns,ko,1
1970s,순직,ko_nouns,ko,1
1970s,선물,ko_nouns,ko,2
1970s,아름,ko_nouns,ko,1
1970s,온대,ko_nouns,ko,1
1970s,눈짓,ko_nouns,ko,2
1970s,몸짓,ko_nouns,ko,2
1970s,이야기,ko_nouns,ko,4
1970s,속삭임,ko_nouns,ko,2
1970s,유달산,ko_nouns,ko,2
1970s,노적봉,ko_nouns,ko,1
1970s,삼학도,ko_nouns,ko,1
1970s,말좀,ko_nouns,ko,1
1970s,신병,ko_nouns,ko,2
1970s,훈련,ko_nouns,ko,2
1970s,육개,ko_nouns,ko,2
1970s,작대기,ko_nouns,ko,2
1970s,개,ko_nouns,ko,3
1970s,그게,ko_nouns,ko,2
1970s,일병,ko_nouns,ko,8
1970s,부라보,ko_nouns,ko,6
1970s,기상,ko_nouns,ko,1
1970s,나팔,ko_nouns,ko,1
1970s,식사,ko_nouns,ko,1
1970s,병사,ko_nouns,ko,4
1970s,휴가,ko_nouns,ko,1
1970s,졸병,ko_nouns,ko,1
1970s,그녀,ko_nouns,ko,7
1970s,백발,ko_nouns,ko,1
1970s,뱅,ko_nouns,ko,1
1970s,사수,ko_nouns,ko,2
1970s,인기,ko_nouns,ko,2
1970s,핸섬,ko_nouns,ko,2
1970s,보이,ko_nouns,ko,2
1970s,육군,ko_nouns,ko,2
1970s,그대로,ko_nouns,ko,1
1970s,헤,ko_nouns,ko,2
1970s,시침,ko_nouns,ko,1
1970s,윙크,ko_nouns,ko,1
1970s,넘버원,ko_nouns,ko,1
1970s,백발백중,ko_nouns,ko,1
1970s,북촌,ko_nouns,ko,1
1970s,산다,ko_nouns,ko,2
1970s,댁,ko_nouns,ko,1
1970s,도령,ko_nouns,ko,2
1970s,임금님,ko_nouns,ko,4
1970s,임금,ko_nouns,ko,1
1970s,벽오동,ko_nouns,ko,1
1970s,찻집,ko_nouns,ko,3
1970s,겄,ko_nouns,ko,2
1970s,팔도,ko_nouns,ko,6
1970s,강산,ko_nouns,ko,9
1970s,리길,ko_nouns,ko,1
1970s,데헤,ko_nouns,ko,4
1970s,얼,ko_nouns,ko,2
1970s,시구,ko_nouns,ko,4
1970s,먹기,ko_nouns,ko,4
1970s,줄줄이,ko_nouns,ko,2
1970s,판이,ko_nouns,ko,1
1970s,웃음꽃,ko_nouns,ko,1
1970s,살림,ko_nouns,ko,1
1970s,훌라춤,ko_nouns,ko,1
1970s,기쁨,ko_nouns,ko,5
1970s,레알,ko_nouns,ko,1
1970s,하와,ko_nouns,ko,2
1970s,이안,ko_nouns,ko,2
1970s,웁니,ko_nouns,ko,3
1970s,야자수,ko_nouns,ko,1
1970s,아래,ko_nouns,ko,4
1970s,와이키키,ko_nouns,ko,1
1970s,해변,ko_nouns,ko,1
1970s,맹서,ko_nouns,ko,1
1970s,구월,ko_nouns,ko,5
1970s,가로수,ko_nouns,ko,1
1970s,나뭇잎,ko_nouns,ko,1
1970s,무성,ko_nouns,ko,1
1970s,준,ko_nouns,ko,2
1970s,마디,ko_nouns,ko,1
1970s,시월,ko_nouns,ko,3
1970s,섧다,ko_nouns,ko,2
1970s,축,ko_nouns,ko,1
1970s,강변,ko_nouns,ko,2
1970s,서면,ko_nouns,ko,2
1970s,몰래,ko_nouns,ko,1
1970s,심정,ko_nouns,ko,1
1970s,잔별,ko_nouns,ko,1
1970s,만날,ko_nouns,ko,2
1970s,신작로,ko_nouns,ko,1
1970s,새봄,ko_nouns,ko,1
1970s,집의,ko_nouns,ko,4
1970s,울렁,ko_nouns,ko,1
1970s,꽃들이,ko_nouns,ko,1
1970s,빨,ko_nouns,ko,2
1970s,장미,ko_nouns,ko,2
1970s,백합,ko_nouns,ko,2
1970s,천배,ko_nouns,ko,4
1970s,만배,ko_nouns,ko,4
1970s,단둘,ko_nouns,ko,2
1970s,뺨,ko_nouns,ko,5
1970s,몹시,ko_nouns,ko,1
1970s,웁,ko_nouns,ko,1
1970s,단풍,ko_nouns,ko,2
1970s,잎새,ko_nouns,ko,1
1970s,렸,ko_nouns,ko,1
1970s,더니,ko_nouns,ko,1
1970s,지면,ko_nouns,ko,4
1970s,바,ko_nouns,ko,6
1970s,수풀,ko_nouns,ko,1
1970s,잔디,ko_nouns,ko,1
1970s,행운,ko_nouns,ko,2
1970s,충성,ko_nouns,ko,2
1970s,손짓,ko_nouns,ko,1
1970s,능금,ko_nouns,ko,5
1970s,고개,ko_nouns,ko,1
1970s,능,ko_nouns,ko,2
1970s,금빛,ko_nouns,ko,2
1970s,단벌,ko_nouns,ko,6
1970s,애인,ko_nouns,ko,2
1970s,서른,ko_nouns,ko,2
1970s,노총각,ko_nouns,ko,4
1970s,넥타이,ko_nouns,ko,1
1970s,멋,ko_nouns,ko,1
1970s,주머니,ko_nouns,ko,1
1970s,텅텅,ko_nouns,ko,1
1970s,비어,ko_nouns,ko,1
1970s,영화관,ko_nouns,ko,1
1970s,골목길,ko_nouns,ko,1
1970s,창문,ko_nouns,ko,6
1970s,딜라일라,ko_nouns,ko,2
1970s,복수,ko_nouns,ko,2
1970s,가득,ko_nouns,ko,6
1970s,마포,ko_nouns,ko,4
1970s,다린,ko_nouns,ko,1
1970s,당인,ko_nouns,ko,1
1970s,리,ko_nouns,ko,1
1970s,발전소,ko_nouns,ko,1
1970s,여의도,ko_nouns,ko,1
1970s,비행장,ko_nouns,ko,1
1970s,궂,ko_nouns,ko,1
1970s,무작정,ko_nouns,ko,4
1970s,님이기,ko_nouns,ko,1
1970s,장및빛,ko_nouns,ko,3
1970s,깨나,ko_nouns,ko,1
1970s,낮,ko_nouns,ko,1
1970s,장미꽃,ko_nouns,ko,2
1970s,님찾,ko_nouns,ko,1
1970s,회포,ko_nouns,ko,1
1970s,이기,ko_nouns,ko,4
1970s,백년,ko_nouns,ko,1
1970s,하자,ko_nouns,ko,1
1970s,아네모네,ko_nouns,ko,3
1970s,송이,ko_nouns,ko,5
1970s,는가,ko_nouns,ko,1
1970s,짚,ko_nouns,ko,1
1970s,푸리,ko_nouns,ko,1
1970s,사모,ko_nouns,ko,1
1970s,냄새,ko_nouns,ko,1
1970s,별명,ko_nouns,ko,1
1970s,다기,ko_nouns,ko,2
1970s,일생,ko_nouns,ko,2
1970s,스스로,ko_nouns,ko,1
1970s,탈진,ko_nouns,ko,1
1970s,별거,ko_nouns,ko,2
1970s,연분,ko_nouns,ko,2
1970s,있드란다,ko_nouns,ko,1
1970s,기왕,ko_nouns,ko,2
1970s,지나,ko_nouns,ko,1
1970s,지지,ko_nouns,ko,1
1970s,천하,ko_nouns,ko,1
1970s,일색,ko_nouns,ko,1
1970s,양귀비,ko_nouns,ko,1
1970s,만이,ko_nouns,ko,1
1970s,홀어머니,ko_nouns,ko,1
1970s,모시,ko_nouns,ko,2
1970s,몸,ko_nouns,ko,4
1970s,하나요,ko_nouns,ko,2
1970s,소,ko_nouns,ko,1
1970s,논밭,ko_nouns,ko,2
1970s,꼴망태,ko_nouns,ko,1
1970s,시절,ko_nouns,ko,5
1970s,계절,ko_nouns,ko,9
1970s,언덕,ko_nouns,ko,3
1970s,기약,ko_nouns,ko,2
1970s,숨,ko_nouns,ko,2
1970s,꽃속,ko_nouns,ko,2
1970s,질,ko_nouns,ko,2
1970s,가우,ko_nouns,ko,1
1970s,땀,ko_nouns,ko,1
1970s,냇가,ko_nouns,ko,1
1970s,버드나무,ko_nouns,ko,1
1970s,파라,ko_nouns,ko,2
1970s,강촌,ko_nouns,ko,2
1970s,뻐꾹,ko_nouns,ko,1
1970s,친구,ko_nouns,ko,1
1970s,흙내,ko_nouns,ko,1
1970s,여니,ko_nouns,ko,3
1970s,뜰,ko_nouns,ko,1
1970s,소나무,ko_nouns,ko,1
1970s,루루,ko_nouns,ko,16
1970s,루,ko_nouns,ko,10
1970s,눈웃음,ko_nouns,ko,1
1970s,인삼,ko_nouns,ko,1
1970s,고을,ko_nouns,ko,1
1970s,금산,ko_nouns,ko,2
1970s,진,ko_nouns,ko,1
1970s,다해,ko_nouns,ko,1
1970s,대도,ko_nouns,ko,2
1970s,뜻,ko_nouns,ko,2
1970s,비처,ko_nouns,ko,1
1970s,옜날,ko_nouns,ko,1
1970s,사시,ko_nouns,ko,8
1970s,꽃바구니,ko_nouns,ko,1
1970s,남색,ko_nouns,ko,1
1970s,자색,ko_nouns,ko,1
1970s,울긋불긋,ko_nouns,ko,1
1970s,꽃사,ko_nouns,ko,1
1970s,봉,ko_nouns,ko,2
1970s,숭올숭올,ko_nouns,ko,1
1970s,활짝,ko_nouns,ko,1
1970s,핀,ko_nouns,ko,1
1970s,모란,ko_nouns,ko,1
1970s,난초,ko_nouns,ko,1
1970s,초,ko_nouns,ko,1
1970s,행초,ko_nouns,ko,1
1970s,작약,ko_nouns,ko,1
1970s,목단,ko_nouns,ko,1
1970s,장미화,ko_nouns,ko,1
1970s,물어,ko_nouns,ko,4
1970s,강바람,ko_nouns,ko,1
1970s,보이지,ko_nouns,ko,1
1970s,님계신,ko_nouns,ko,2
1970s,간곳,ko_nouns,ko,1
1970s,밤바람,ko_nouns,ko,1
1970s,오시,ko_nouns,ko,1
1970s,생명,ko_nouns,ko,1
1970s,숙명,ko_nouns,ko,1
1970s,장난,ko_nouns,ko,1
1970s,내사,ko_nouns,ko,4
1970s,부탁,ko_nouns,ko,4
1970s,우수수,ko_nouns,ko,3
1970s,옛이야기,ko_nouns,ko,3
1970s,불어,ko_nouns,ko,2
1970s,입김,ko_nouns,ko,2
1970s,눈보라,ko_nouns,ko,5
1970s,음성,ko_nouns,ko,2
1970s,자꾸만,ko_nouns,ko,2
1970s,선인장,ko_nouns,ko,2
1970s,후회,ko_nouns,ko,1
1970s,원망,ko_nouns,ko,1
1970s,돈나,ko_nouns,ko,4
1970s,부귀,ko_nouns,ko,1
1970s,영화,ko_nouns,ko,1
1970s,덤벼,ko_nouns,ko,1
1970s,허겁지겁,ko_nouns,ko,1
1970s,글,ko_nouns,ko,1
1970s,맛,ko_nouns,ko,1
1970s,데,ko_nouns,ko,1
1970s,수로,ko_nouns,ko,1
1970s,순,ko_nouns,ko,1
1970s,무서웁다,ko_nouns,ko,2
1970s,빈,ko_nouns,ko,1
1970s,뭘,ko_nouns,ko,1
1970s,만난,ko_nouns,ko,2
1970s,씨앗,ko_nouns,ko,2
1970s,훗날,ko_nouns,ko,2
1970s,역사,ko_nouns,ko,1
1970s,벤치,ko_nouns,ko,2
1970s,기대,ko_nouns,ko,2
1970s,마리아,ko_nouns,ko,35
1970s,종이,ko_nouns,ko,1
1970s,보라,ko_nouns,ko,1
1970s,햇살,ko_nouns,ko,2
1970s,부실,ko_nouns,ko,2
1970s,알알,ko_nouns,ko,2
1970s,석류,ko_nouns,ko,6
1970s,메,ko_nouns,ko,2
1970s,낙,ko_nouns,ko,1
1970s,성,ko_nouns,ko,1
1970s,십리,ko_nouns,ko,1
1970s,무덤,ko_nouns,ko,1
1970s,영웅호걸,ko_nouns,ko,1
1970s,몇몇,ko_nouns,ko,1
1970s,절세,ko_nouns,ko,1
1970s,가인,ko_nouns,ko,1
1970s,우리네,ko_nouns,ko,1
1970s,번가,ko_nouns,ko,1
1970s,모양,ko_nouns,ko,1
1970s,만수,ko_nouns,ko,3
1970s,대신,ko_nouns,ko,3
1970s,잔솔밭,ko_nouns,ko,1
1970s,포수,ko_nouns,ko,1
1970s,산비둘기,ko_nouns,ko,1
1970s,잡지,ko_nouns,ko,1
1970s,송,ko_nouns,ko,1
1970s,안주,ko_nouns,ko,1
1970s,강능,ko_nouns,ko,1
1970s,경포대,ko_nouns,ko,1
1970s,가세,ko_nouns,ko,2
1970s,두리,ko_nouns,ko,1
1970s,웨딩드레스,ko_nouns,ko,8
1970s,더욱,ko_nouns,ko,2
1970s,눈빛,ko_nouns,ko,2
1970s,순결,ko_nouns,ko,2
1970s,레몬,ko_nouns,ko,2
1970s,길가,ko_nouns,ko,2
1970s,한송이,ko_nouns,ko,4
1970s,꽃처럼,ko_nouns,ko,2
1970s,주란,ko_nouns,ko,4
1970s,덧,ko_nouns,ko,1
1970s,돌,ko_nouns,ko,1
1970s,커피,ko_nouns,ko,1
1970s,한잔,ko_nouns,ko,3
1970s,인지,ko_nouns,ko,1
1970s,오지,ko_nouns,ko,1
1970s,분,ko_nouns,ko,2
1970s,분만,ko_nouns,ko,1
1970s,가요,ko_nouns,ko,1
1970s,불덩이,ko_nouns,ko,2
1970s,엽차,ko_nouns,ko,2
1970s,헤어지자,ko_nouns,ko,2
1970s,부친,ko_nouns,ko,2
1970s,손수건,ko_nouns,ko,4
1970s,서서,ko_nouns,ko,2
1970s,자욱,ko_nouns,ko,2
1970s,흐뭇하다,ko_adj,ko,2
1970s,가볍다,ko_adj,ko,2
1970s,그립다,ko_adj,ko,29
1970s,수많다,ko_adj,ko,5
1970s,빨갛다,ko_adj,ko,13
1970s,외롭다,ko_adj,ko,16
1970s,똑같다,ko_adj,ko,2
1970s,즐겁다,ko_adj,ko,9
1970s,자리다,ko_adj,ko,1
1970s,쓰리다,ko_adj,ko,1
1970s,말르다,ko_adj,ko,2
1970s,슬프다,ko_adj,ko,11
1970s,머나멀다,ko_adj,ko,4
1970s,쓸쓸하다,ko_adj,ko,13
1970s,시원하다,ko_adj,ko,2
1970s,넓다,ko_adj,ko,5
1970s,초라하다,ko_adj,ko,3
1970s,휩쓸다,ko_adj,ko,2
1970s,검다,ko_adj,ko,5
1970s,다정하다,ko_adj,ko,11
1970s,좋다,ko_adj,ko,30
1970s,시끄럽다,ko_adj,ko,1
1970s,달콤하다,ko_adj,ko,1
1970s,부지런하다,ko_adj,ko,1
1970s,모질다,ko_adj,ko,1
1970s,영원하다,ko_adj,ko,5
1970s,아련하다,ko_adj,ko,9
1970s,길다,ko_adj,ko,7
1970s,싸늘하다,ko_adj,ko,6
1970s,끝없다,ko_adj,ko,2
1970s,희미하다,ko_adj,ko,3
1970s,예쁘다,ko_adj,ko,28
1970s,얌전하다,ko_adj,ko,1
1970s,곱다,ko_adj,ko,8
1970s,부드럽다,ko_adj,ko,1
1970s,화사하다,ko_adj,ko,1
1970s,변하다,ko_adj,ko,35
1970s,싫다,ko_adj,ko,7
1970s,행복하다,ko_adj,ko,7
1970s,마르다,ko_adj,ko,12
1970s,착하다,ko_adj,ko,1
1970s,멀다,ko_adj,ko,13
1970s,아득하다,ko_adj,ko,2
1970s,차갑다,ko_adj,ko,5
1970s,흥겹다,ko_adj,ko,3
1970s,젊다,ko_adj,ko,4
1970s,소박하다,ko_adj,ko,1
1970s,가늘다,ko_adj,ko,1
1970s,깊다,ko_adj,ko,8
1970s,고프다,ko_adj,ko,9
1970s,날씬하다,ko_adj,ko,8
1970s,환하다,ko_adj,ko,2
1970s,부끄럽다,ko_adj,ko,2
1970s,믿음직하다,ko_adj,ko,1
1970s,계시다,ko_adj,ko,9
1970s,노랗다,ko_adj,ko,2
1970s,허전하다,ko_adj,ko,1
1970s,가득하다,ko_adj,ko,6
